landslide_id,event_date,fiscal_period,state_code,district_id,district_name,segment_id,highway_code,latitude,longitude,landslide_type,trigger,material,lithology,land_use,volume_m3,runout_distance_m,slope_angle_deg,elevation_m,rainfall_72h_mm,fatalities,injuries,houses_damaged,road_blocked,blockage_duration_hours,severity,source
LS-00438,2017-03-25,2017-18,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.67762,93.93482,debris_flow,seismic,debris,gneiss,settlement,4284,73,34.6,1092,17.9,0,0,0,True,3.8,moderate,GSI-NLSM
LS-00439,2018-07-21,2017-18,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.30601,88.56327,mudslide,rainfall,earth,schist,barren,12773,105,42.0,1650,616.3,0,0,6,True,25.4,moderate,PWD-field
LS-00440,2018-06-05,2017-18,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.50707,93.22636,rockfall,rainfall,rock,schist,forest,2858,41,41.0,1405,331.4,0,0,1,False,0.0,moderate,PWD-field
LS-00441,2017-09-20,2017-18,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.52555,91.96012,debris_flow,rainfall,debris,quartzite,road_cut,1277,37,37.5,2731,347.5,0,0,3,False,0.0,minor,PWD-field
LS-00442,2017-05-06,2017-18,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.42565,92.12998,rockfall,anthropogenic_cut,rock,phyllite,road_cut,11502,54,27.9,2731,94.0,0,0,4,True,67.4,moderate,SDMA
LS-00443,2018-09-17,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.08518,95.89279,translational_slide,rainfall,rock,phyllite,jhum_cultivation,38,5,55.9,1099,296.9,0,0,6,False,0.0,minor,PWD-field
LS-00444,2018-08-24,2017-18,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.01231,94.31137,mudslide,rainfall,earth,gneiss,barren,34,7,36.8,620,159.9,0,0,1,True,1.0,minor,GSI-NLSM
LS-00445,2018-05-28,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.31752,88.58242,rotational_slide,rainfall,earth,quartzite,barren,4168,50,49.2,1662,415.2,0,0,6,False,0.0,moderate,PWD-field
LS-00446,2017-10-15,2017-18,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.23102,88.51426,rockfall,rainfall,rock,gneiss,road_cut,6560,98,39.4,1650,602.2,0,0,5,False,0.0,moderate,GSI-NLSM
LS-00447,2018-05-02,2017-18,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.25403,88.50622,debris_flow,rainfall,debris,quartzite,agriculture,445,30,36.6,1650,574.9,0,0,5,True,1.0,minor,GSI-NLSM
LS-00448,2018-07-09,2017-18,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.26744,88.27378,rockfall,rainfall,rock,quartzite,road_cut,33134,79,33.3,1727,315.6,0,2,36,True,267.8,major,GSI-NLSM
LS-00449,2018-09-28,2017-18,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.89173,94.06688,mudslide,rainfall,earth,sandstone_shale,road_cut,252,10,41.7,1224,545.4,0,0,3,False,0.0,minor,SDMA
LS-00450,2018-07-24,2017-18,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.49044,90.58681,mudslide,rainfall,earth,sandstone_shale,settlement,262,12,13.6,337,262.7,0,0,0,True,1.0,minor,NDMA
LS-00451,2017-06-04,2017-18,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.82738,93.89603,rotational_slide,rainfall,earth,gneiss,barren,410,32,31.6,1023,609.7,0,0,5,True,1.0,minor,GSI-NLSM
LS-00452,2018-05-09,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.12049,95.079,debris_flow,rainfall,debris,quartzite,barren,18851,69,38.1,386,149.9,0,0,0,True,21.6,moderate,GSI-NLSM
LS-00453,2018-06-04,2017-18,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.41605,92.14604,mudslide,anthropogenic_cut,earth,schist,barren,831,32,42.0,2731,96.0,0,0,4,True,1.3,minor,PWD-field
LS-00454,2018-07-17,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.13687,94.94985,debris_flow,rainfall,debris,sandstone_shale,barren,26551,155,35.5,386,236.3,0,3,8,True,32.0,major,SDMA
LS-00455,2017-08-26,2017-18,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.88567,93.77989,rockfall,seismic,rock,schist,barren,2250,40,38.3,1023,7.6,0,0,1,False,0.0,moderate,GSI-NLSM
LS-00456,2018-04-21,2017-18,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.81868,92.7019,debris_flow,rainfall,debris,schist,road_cut,65601,235,32.5,891,258.7,0,3,19,True,106.4,major,GSI-NLSM
LS-00457,2017-06-04,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.86385,91.87296,rockfall,rainfall,rock,sandstone_shale,road_cut,834,21,38.7,1496,213.4,0,0,0,True,2.3,minor,GSI-NLSM
LS-00458,2018-09-28,2017-18,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.28747,94.80135,debris_flow,rainfall,debris,quartzite,road_cut,1478,52,42.6,1348,208.1,0,0,5,True,2.1,minor,SDMA
LS-00459,2018-06-27,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.02193,95.99031,rockfall,anthropogenic_cut,rock,schist,road_cut,98,14,37.2,1099,61.3,0,0,0,False,0.0,minor,SDMA
LS-00460,2017-07-07,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.22267,88.45085,earth_flow,rainfall,earth,quartzite,road_cut,351,16,48.5,1662,347.7,0,0,2,False,0.0,minor,GSI-NLSM
LS-00461,2018-08-02,2017-18,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.97484,92.70376,rotational_slide,rainfall,earth,gneiss,barren,662,21,25.3,891,148.1,0,0,5,True,1.0,minor,NDMA
LS-00462,2017-01-28,2017-18,SK,D-SK-02,Mangan,SEG-0051,NH-310,27.67532,88.73035,rockfall,rainfall,rock,gneiss,settlement,1296,22,50.6,1250,369.8,0,0,4,False,0.0,minor,PWD-field
LS-00463,2018-06-14,2017-18,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,24.90529,92.82547,translational_slide,rainfall,rock,sandstone_shale,jhum_cultivation,285,26,21.8,352,230.9,0,0,1,True,4.1,minor,GSI-NLSM
LS-00464,2018-08-23,2017-18,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.5641,88.6032,rotational_slide,rainfall,earth,phyllite,jhum_cultivation,8011,36,36.2,1250,543.0,0,0,1,False,0.0,moderate,NDMA
LS-00465,2017-08-20,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.69881,91.89373,debris_flow,rainfall,debris,phyllite,barren,550,18,37.4,1496,399.9,0,0,4,False,0.0,minor,NDMA
LS-00466,2018-09-26,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.6169,91.89945,rockfall,rainfall,rock,schist,barren,690,13,39.8,1496,556.9,1,1,0,False,0.0,major,GSI-NLSM
LS-00467,2017-05-07,2017-18,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.13295,94.68202,translational_slide,rainfall,rock,phyllite,forest,5583,52,45.8,620,283.6,0,0,0,False,0.0,moderate,NDMA
LS-00468,2018-11-06,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.8743,91.87188,rotational_slide,rainfall,earth,gneiss,forest,8350,92,42.2,1496,339.0,0,0,5,True,9.6,moderate,NDMA
LS-00469,2017-08-13,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.14995,88.36012,debris_flow,anthropogenic_cut,debris,quartzite,settlement,1797,31,49.5,1662,66.8,0,0,0,True,6.0,minor,NDMA
LS-00470,2018-04-12,2017-18,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.39513,88.57649,debris_flow,anthropogenic_cut,debris,gneiss,settlement,71,5,23.1,1450,98.9,0,0,0,True,1.0,minor,PWD-field
LS-00471,2018-04-23,2017-18,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.36606,92.26756,rockfall,rainfall,rock,schist,road_cut,42,6,41.5,2731,150.5,0,0,5,True,1.0,minor,GSI-NLSM
LS-00472,2017-07-24,2017-18,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.40404,88.58688,rotational_slide,rainfall,earth,sandstone_shale,jhum_cultivation,4780,80,37.9,1450,488.4,0,0,5,True,6.4,moderate,GSI-NLSM
LS-00473,2018-07-17,2017-18,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.66235,92.78857,rockfall,rainfall,rock,phyllite,agriculture,27011,154,42.5,1247,500.7,0,3,22,True,106.2,major,NDMA
LS-00474,2017-07-24,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.21982,88.44486,mudslide,rainfall,earth,phyllite,barren,2018,36,45.8,1662,344.9,0,0,3,True,2.0,moderate,NDMA
LS-00475,2018-05-04,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,27.97667,96.09218,debris_flow,rainfall,debris,gneiss,agriculture,406,27,43.4,1099,162.7,2,0,6,False,0.0,major,NDMA
LS-00476,2018-10-14,2017-18,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.14366,94.72593,translational_slide,anthropogenic_cut,rock,schist,jhum_cultivation,776,25,41.1,620,72.5,0,0,1,False,0.0,minor,SDMA
LS-00477,2017-09-16,2017-18,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.73981,93.90224,rockfall,anthropogenic_cut,rock,quartzite,agriculture,1463,55,35.8,850,33.6,0,0,5,False,0.0,minor,SDMA
LS-00478,2018-05-16,2017-18,AS,D-AS-08,Karbi Anglong,SEG-0071,NH-36,25.89727,93.65837,rotational_slide,anthropogenic_cut,earth,laterite,forest,9600,66,24.2,165,73.0,0,0,1,True,17.2,moderate,GSI-NLSM
LS-00479,2017-08-13,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.81262,91.89252,rotational_slide,rainfall,earth,schist,forest,1005,31,37.6,1496,278.8,0,0,3,True,2.1,minor,GSI-NLSM
LS-00480,2018-08-16,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.1949,88.41964,debris_flow,rainfall,debris,quartzite,jhum_cultivation,567,17,44.5,1662,534.4,0,0,0,False,0.0,minor,GSI-NLSM
LS-00481,2017-08-05,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.79207,91.87485,translational_slide,rainfall,rock,schist,agriculture,3327,56,51.8,1496,870.5,0,0,2,False,0.0,moderate,GSI-NLSM
LS-00482,2018-06-09,2017-18,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.24903,88.28462,translational_slide,rainfall,rock,phyllite,barren,5646,40,45.6,1727,538.7,0,0,4,False,0.0,moderate,GSI-NLSM
LS-00483,2018-07-03,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.14469,94.8694,debris_flow,toe_erosion,debris,phyllite,road_cut,47662,184,30.4,386,73.3,0,2,22,True,73.1,major,GSI-NLSM
LS-00484,2017-07-22,2017-18,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.57774,88.59481,debris_flow,rainfall,debris,sandstone_shale,jhum_cultivation,1441,46,45.3,1250,212.7,0,0,0,True,2.4,minor,SDMA
LS-00485,2018-07-12,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.048,95.97059,rockfall,rainfall,rock,quartzite,jhum_cultivation,989,41,48.9,1099,391.9,0,0,4,False,0.0,minor,PWD-field
LS-00486,2018-06-11,2017-18,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.14242,88.37158,rotational_slide,rainfall,earth,schist,jhum_cultivation,147,7,47.5,1662,259.9,0,0,6,False,0.0,minor,SDMA
LS-00487,2018-07-11,2017-18,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.79678,93.92082,translational_slide,rainfall,rock,sandstone_shale,jhum_cultivation,126,15,35.9,794,325.8,0,0,6,True,1.0,minor,NDMA
LS-00488,2017-05-17,2017-18,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.07554,95.43918,debris_flow,rainfall,debris,sandstone_shale,road_cut,107,6,32.6,1060,188.3,0,0,6,False,0.0,minor,GSI-NLSM
LS-00489,2018-09-16,2017-18,NL,D-NL-01,Kohima,SEG-0025,NH-29,25.87829,94.18551,translational_slide,rainfall,rock,schist,road_cut,327,24,52.0,1378,550.5,0,0,4,True,1.0,minor,NDMA
LS-00490,2018-07-14,2017-18,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.59421,94.11054,debris_flow,rainfall,debris,phyllite,jhum_cultivation,382,19,34.9,1252,398.3,0,0,6,False,0.0,minor,NDMA
LS-00491,2017-07-15,2017-18,MN,D-MN-04,Tamenglong,SEG-0029,NH-37,24.90374,93.32829,rockfall,rainfall,rock,gneiss,settlement,765,25,19.2,1260,324.9,0,0,2,False,0.0,minor,SDMA
LS-00492,2018-06-20,2017-18,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.07265,95.40163,debris_flow,toe_erosion,debris,sandstone_shale,road_cut,1424,22,23.7,1060,95.1,0,0,6,False,0.0,minor,PWD-field
LS-00493,2018-08-08,2017-18,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.17569,94.36123,debris_flow,rainfall,debris,phyllite,barren,8170,88,45.0,1319,151.4,0,0,6,False,0.0,moderate,SDMA
LS-00494,2018-04-15,2017-18,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.12469,94.00417,rockfall,rainfall,rock,phyllite,settlement,289,15,23.9,923,411.5,0,0,3,False,0.0,minor,GSI-NLSM
LS-00495,2017-09-21,2017-18,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.61923,92.74403,rockfall,rainfall,rock,sandstone_shale,jhum_cultivation,776,22,30.4,1216,270.8,0,0,3,False,0.0,minor,NDMA
LS-00496,2017-04-14,2017-18,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.23574,88.28973,debris_flow,rainfall,debris,gneiss,road_cut,18760,159,48.3,1727,244.1,0,0,3,False,0.0,moderate,PWD-field
LS-00497,2018-08-05,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,27.98254,96.06717,rotational_slide,rainfall,earth,gneiss,settlement,2727,28,50.1,1099,236.2,0,0,1,False,0.0,moderate,GSI-NLSM
LS-00498,2017-08-28,2017-18,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,25.98488,91.82049,rotational_slide,rainfall,earth,phyllite,barren,4156,77,21.8,775,569.2,0,0,0,False,0.0,moderate,SDMA
LS-00499,2018-06-12,2017-18,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.74694,94.01712,rotational_slide,rainfall,earth,gneiss,forest,6373,86,50.6,1092,531.3,0,0,6,True,8.0,moderate,PWD-field
LS-00500,2017-10-20,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.14802,94.90278,debris_flow,rainfall,debris,quartzite,settlement,13427,116,38.5,386,271.6,0,0,1,False,0.0,moderate,NDMA
LS-00501,2018-05-06,2017-18,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.10104,95.60493,rockfall,anthropogenic_cut,rock,sandstone_shale,jhum_cultivation,307,12,31.0,1060,6.3,0,0,2,True,2.8,minor,SDMA
LS-00502,2018-08-06,2017-18,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.17542,93.64067,rotational_slide,rainfall,earth,sandstone_shale,barren,1444,27,29.9,1002,298.0,0,0,4,True,2.1,minor,NDMA
LS-00503,2017-07-25,2017-18,MZ,D-MZ-05,Serchhip,SEG-0036,NH-306,22.93098,92.75168,rotational_slide,anthropogenic_cut,earth,phyllite,settlement,3872,73,50.7,1084,70.0,0,0,4,False,0.0,moderate,GSI-NLSM
LS-00504,2017-09-19,2017-18,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.83133,93.87298,debris_flow,rainfall,debris,schist,barren,650,33,39.1,1023,370.8,0,0,0,False,0.0,minor,PWD-field
LS-00505,2018-06-23,2017-18,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.83985,92.70362,translational_slide,rainfall,rock,gneiss,road_cut,618,31,29.5,891,162.2,0,0,5,True,2.2,minor,GSI-NLSM
LS-00506,2018-07-19,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.66803,91.8807,debris_flow,rainfall,debris,sandstone_shale,jhum_cultivation,861,22,51.7,1496,239.4,0,0,3,True,1.9,minor,GSI-NLSM
LS-00507,2018-09-08,2017-18,AR,D-AR-07,Lohit,SEG-0067,NH-315,27.75248,95.99795,rotational_slide,rainfall,earth,laterite,forest,624,19,30.8,231,468.4,0,0,0,True,1.0,minor,PWD-field
LS-00508,2017-07-09,2017-18,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.72019,94.02139,rockfall,rainfall,rock,sandstone_shale,jhum_cultivation,3264,58,40.3,794,582.4,0,0,4,True,13.5,moderate,NDMA
LS-00509,2017-07-12,2017-18,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.26857,92.31958,debris_flow,anthropogenic_cut,debris,schist,road_cut,2920,52,31.7,701,36.0,0,0,1,False,0.0,moderate,PWD-field
LS-00510,2017-09-17,2017-18,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.54961,88.58203,rockfall,rainfall,rock,schist,jhum_cultivation,998,46,30.2,1250,233.7,0,0,5,True,4.2,minor,NDMA
LS-00511,2017-08-09,2017-18,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.54281,88.56733,rockfall,anthropogenic_cut,rock,sandstone_shale,road_cut,163,10,41.4,1250,92.1,0,0,4,True,1.0,minor,GSI-NLSM
LS-00512,2018-06-26,2017-18,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.54528,93.13658,translational_slide,rainfall,rock,sandstone_shale,road_cut,184,9,40.3,1405,268.8,0,0,3,True,2.5,minor,SDMA
LS-00513,2017-07-11,2017-18,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.05032,93.97882,earth_flow,rainfall,earth,schist,barren,1146,33,27.9,923,320.7,0,0,3,False,0.0,minor,GSI-NLSM
LS-00514,2018-03-05,2017-18,ML,D-ML-04,East Garo Hills,SEG-0020,NH-27-SPUR,25.25841,90.62112,translational_slide,rainfall,rock,laterite,jhum_cultivation,1473,55,15.3,450,436.2,0,0,2,False,0.0,minor,SDMA
LS-00515,2018-06-12,2017-18,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.7012,92.79905,rockfall,anthropogenic_cut,rock,schist,agriculture,881,15,43.7,1405,26.0,0,0,5,False,0.0,minor,GSI-NLSM
LS-00516,2018-08-03,2017-18,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.13237,93.99793,debris_flow,anthropogenic_cut,debris,gneiss,forest,1250,17,24.4,923,10.8,0,0,5,True,4.6,minor,NDMA
LS-00517,2018-05-20,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.83999,91.89213,mudslide,rainfall,earth,gneiss,road_cut,3933,53,44.9,1496,459.6,0,0,5,True,2.4,moderate,NDMA
LS-00518,2018-07-14,2017-18,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.54864,93.11849,translational_slide,anthropogenic_cut,rock,phyllite,road_cut,148,7,41.3,433,57.5,2,2,5,False,0.0,major,PWD-field
LS-00519,2017-07-27,2017-18,WB,D-WB-01,Siliguri,SEG-0046,NH-10,26.7969,88.42024,rockfall,rainfall,rock,gneiss,forest,475,24,56.9,886,162.1,0,0,0,True,2.8,minor,NDMA
LS-00520,2018-06-09,2017-18,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.93345,92.54915,rockfall,rainfall,rock,gneiss,road_cut,242,12,33.2,701,337.5,0,0,3,False,0.0,minor,GSI-NLSM
LS-00521,2017-09-22,2017-18,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.20185,92.37217,translational_slide,rainfall,rock,phyllite,road_cut,1236,47,33.6,701,900.0,0,0,5,False,0.0,minor,GSI-NLSM
LS-00522,2018-07-19,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.05662,95.94277,debris_flow,rainfall,debris,sandstone_shale,barren,678,38,37.0,1099,178.1,0,0,2,True,5.7,minor,NDMA
LS-00523,2018-06-09,2017-18,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.86005,93.99801,debris_flow,rainfall,debris,quartzite,barren,650,33,49.6,1224,326.7,0,0,3,True,2.1,minor,GSI-NLSM
LS-00524,2017-08-01,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.09757,95.15648,rockfall,rainfall,rock,gneiss,agriculture,4205,42,24.3,386,321.9,1,1,3,True,34.9,major,SDMA
LS-00525,2018-06-04,2017-18,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.99936,92.51207,debris_flow,rainfall,debris,phyllite,barren,4232,46,38.0,701,411.2,0,0,4,True,7.9,moderate,SDMA
LS-00526,2017-07-12,2017-18,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.48987,92.03,debris_flow,anthropogenic_cut,debris,gneiss,jhum_cultivation,47351,120,41.3,2731,139.9,0,2,34,True,115.6,major,SDMA
LS-00527,2017-07-06,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.14597,94.93931,rotational_slide,rainfall,earth,quartzite,jhum_cultivation,4613,82,24.9,386,466.8,0,0,4,True,7.3,moderate,PWD-field
LS-00528,2017-05-08,2017-18,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.8847,93.74924,rotational_slide,rainfall,earth,phyllite,road_cut,19902,86,32.4,1023,422.5,0,0,6,True,18.7,moderate,NDMA
LS-00529,2018-07-18,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,27.98363,96.06063,translational_slide,rainfall,rock,phyllite,agriculture,45343,72,37.7,1099,351.1,0,0,19,True,476.3,major,SDMA
LS-00530,2018-09-09,2017-18,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.14782,94.90213,rockfall,rainfall,rock,gneiss,agriculture,21262,104,35.4,386,568.5,0,0,3,True,44.0,moderate,PWD-field
LS-00531,2018-06-07,2017-18,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.67322,93.85044,translational_slide,rainfall,rock,gneiss,settlement,201,13,36.0,850,208.0,0,0,4,True,1.4,minor,NDMA
LS-00532,2018-06-08,2017-18,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.53343,88.55507,debris_flow,rainfall,debris,phyllite,road_cut,14750,84,35.8,1250,200.9,3,3,5,False,0.0,major,GSI-NLSM
LS-00533,2018-07-23,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.5035,92.07046,debris_flow,rainfall,debris,gneiss,settlement,1106,35,38.2,1438,459.6,0,0,2,False,0.0,minor,GSI-NLSM
LS-00534,2017-06-19,2017-18,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.77439,94.03205,debris_flow,rainfall,debris,schist,barren,1858,56,38.0,1092,331.9,0,0,5,True,2.9,minor,GSI-NLSM
LS-00535,2018-07-16,2017-18,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.05235,95.95304,rockfall,toe_erosion,rock,schist,jhum_cultivation,330,18,37.0,1099,93.2,0,0,0,True,3.4,minor,GSI-NLSM
LS-00536,2018-08-09,2017-18,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,24.1732,92.68056,debris_flow,rainfall,debris,quartzite,settlement,203,21,43.2,891,391.6,0,0,3,False,0.0,minor,GSI-NLSM
LS-00537,2018-04-09,2017-18,AR,D-AR-07,Lohit,SEG-0067,NH-315,27.70997,95.94938,mudslide,rainfall,earth,sandstone_shale,road_cut,233,12,17.7,231,556.1,0,0,3,False,0.0,minor,PWD-field
LS-00538,2018-04-16,2017-18,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.26627,94.44217,debris_flow,rainfall,debris,gneiss,barren,3250,67,33.1,1319,357.9,0,0,0,False,0.0,moderate,SDMA
LS-00539,2017-12-18,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.48864,92.10489,debris_flow,rainfall,debris,gneiss,road_cut,113,6,38.9,1438,354.1,0,0,5,True,1.0,minor,PWD-field
LS-00540,2017-05-17,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.51779,92.04399,rotational_slide,rainfall,earth,sandstone_shale,forest,4326,45,32.2,1438,664.1,0,0,0,True,5.6,moderate,GSI-NLSM
LS-00541,2017-10-13,2017-18,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.09234,92.43392,rotational_slide,rainfall,earth,phyllite,settlement,365,16,28.0,701,787.2,0,0,2,False,0.0,minor,NDMA
LS-00542,2018-07-23,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.50568,92.09306,translational_slide,rainfall,rock,gneiss,barren,1773,24,29.2,1438,378.3,0,0,1,True,6.6,moderate,SDMA
LS-00543,2018-06-26,2017-18,SK,D-SK-03,Namchi,SEG-0053,NH-510,27.15561,88.34718,debris_flow,rainfall,debris,quartzite,settlement,953,18,37.8,1675,495.5,0,0,6,False,0.0,minor,PWD-field
LS-00544,2017-07-21,2017-18,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.09403,92.56917,debris_flow,rainfall,debris,phyllite,jhum_cultivation,10515,52,25.4,2415,252.0,0,0,1,False,0.0,moderate,NDMA
LS-00545,2018-10-25,2017-18,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.79014,94.04425,debris_flow,rainfall,debris,quartzite,barren,271,14,31.8,1092,584.8,0,0,4,True,1.0,minor,SDMA
LS-00546,2018-06-01,2017-18,AS,D-AS-10,Bongaigaon,SEG-0018,NH-27-SPUR,25.7777,90.3692,translational_slide,anthropogenic_cut,rock,sandstone_shale,barren,32223,135,14.2,139,54.0,0,0,25,True,63.1,major,PWD-field
LS-00547,2017-05-13,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.84697,91.89195,translational_slide,rainfall,rock,phyllite,agriculture,2497,32,35.9,1496,585.5,0,0,3,False,0.0,moderate,NDMA
LS-00548,2017-09-06,2017-18,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.77423,91.87904,debris_flow,rainfall,debris,quartzite,barren,3601,60,33.8,1496,396.4,0,0,2,True,8.8,moderate,SDMA
LS-00549,2018-10-21,2017-18,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.35702,88.2348,rotational_slide,anthropogenic_cut,earth,sandstone_shale,road_cut,706,35,33.7,1780,69.7,0,0,0,False,0.0,minor,NDMA
LS-00550,2018-08-19,2017-18,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.85937,94.02508,rockfall,rainfall,rock,sandstone_shale,forest,1269,49,47.7,1224,563.4,0,0,3,True,14.2,moderate,NDMA
LS-00551,2018-04-12,2017-18,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.8634,94.01296,rockfall,rainfall,rock,schist,road_cut,174,12,51.9,1224,174.8,0,0,3,False,0.0,minor,GSI-NLSM
LS-00552,2018-07-13,2017-18,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.07626,93.99078,rockfall,seismic,rock,gneiss,settlement,66042,150,29.1,923,27.2,0,3,37,True,299.9,major,SDMA
LS-00553,2017-06-06,2017-18,AR,D-AR-01,Papum Pare,SEG-0057,NH-15,27.15296,93.86004,earth_flow,rainfall,earth,sandstone_shale,road_cut,5615,58,34.6,259,556.4,0,0,4,True,17.7,moderate,PWD-field
