district_id,district_name,state_code,obs_date,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_kmph,source
D-AS-10,Bongaigaon,AS,2026-07-02,27.0,28.6,22.2,73,19.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-03,67.0,31.3,24.2,99,15.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-04,58.0,30.9,23.5,99,16.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-05,53.5,29.3,22.0,95,12.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-06,56.9,28.2,19.2,99,11.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-07,11.4,30.3,20.5,72,19.7,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-08,25.0,31.0,23.1,80,19.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-09,3.6,30.5,24.5,63,15.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-10,77.9,30.4,22.9,99,17.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-11,46.1,32.2,25.8,87,21.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-12,56.0,29.8,24.4,98,9.7,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-13,47.9,29.4,19.7,90,6.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-14,65.1,27.7,22.1,98,6.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-15,33.5,28.2,22.8,79,11.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-16,34.3,30.3,23.7,76,3.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-17,41.5,28.4,21.3,85,11.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-18,3.5,28.4,19.6,62,13.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-19,11.1,27.7,22.4,66,11.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-20,11.7,28.4,19.0,63,25.1,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-21,7.1,30.4,21.5,61,11.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-22,76.6,30.6,24.9,99,6.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-23,36.8,32.3,22.5,85,3.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-24,55.2,32.1,24.0,99,6.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-25,30.8,32.2,25.8,77,18.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-26,24.3,28.1,18.9,72,5.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-27,2.0,27.7,19.2,65,19.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-28,25.3,28.1,20.6,80,23.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-29,18.3,32.8,24.3,68,17.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-30,6.1,32.9,26.3,69,5.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-07-31,17.5,26.9,21.9,66,15.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-01,10.8,29.4,24.0,71,17.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-02,19.7,31.8,24.6,67,25.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-03,13.3,29.3,20.1,72,25.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-04,8.2,28.2,23.2,68,20.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-05,15.7,28.1,19.0,71,21.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-06,21.6,32.7,27.5,74,18.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-07,0.2,33.1,24.9,53,8.7,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-08,3.8,28.3,19.6,64,16.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-09,13.0,31.5,25.9,74,22.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-10,16.1,28.6,19.4,63,25.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-11,13.6,31.1,21.7,61,12.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-12,14.4,32.1,25.5,73,11.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-13,11.4,30.0,22.4,60,19.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-14,60.2,28.1,21.1,98,23.1,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-15,42.1,32.4,26.3,91,25.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-16,44.9,27.6,21.0,84,17.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-17,73.5,29.5,21.4,99,8.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-18,24.8,28.2,21.5,70,10.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-19,41.8,32.2,23.3,89,20.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-20,12.8,27.5,22.2,61,9.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-21,1.4,28.0,18.4,59,9.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-22,1.5,31.2,23.4,57,11.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-23,16.6,28.3,20.3,72,2.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-24,17.6,32.2,24.1,69,24.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-25,10.0,29.0,23.0,60,16.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-26,78.2,26.7,19.2,99,13.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-27,37.5,27.7,22.0,78,5.1,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-28,11.3,30.9,24.1,68,15.0,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-29,10.4,30.7,24.2,72,14.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-30,3.2,28.6,19.5,62,3.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-08-31,21.6,30.7,24.7,68,6.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-01,10.6,29.8,21.3,71,15.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-02,4.6,29.1,23.6,67,23.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-03,14.1,30.8,22.3,68,7.1,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-04,11.8,31.9,22.9,65,11.6,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-05,0.1,27.3,20.5,59,5.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-06,9.7,32.5,25.7,72,6.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-07,3.4,28.7,22.8,66,7.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-08,2.7,28.7,23.2,65,5.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-09,13.6,29.0,22.9,67,10.9,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-10,2.6,30.3,21.3,62,12.4,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-11,1.8,32.5,26.8,55,14.8,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-12,4.9,29.7,21.5,68,20.3,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-13,13.1,28.8,23.1,64,17.1,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-14,1.9,30.2,22.3,60,19.5,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-15,12.1,30.7,24.9,65,23.2,IMD-synthetic
D-AS-10,Bongaigaon,AS,2026-09-16,5.7,30.2,24.3,65,14.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-20,16.4,29.5,21.6,72,21.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-21,3.6,32.3,25.0,57,7.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-22,6.5,27.8,18.6,60,4.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-23,5.1,30.0,23.8,56,14.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-24,7.7,29.4,22.6,64,8.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-25,35.6,30.2,23.4,78,22.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-26,27.1,30.4,21.5,83,4.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-27,18.6,26.9,20.9,67,9.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-28,14.0,30.8,24.4,71,26.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-29,12.9,31.2,21.6,61,9.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-30,13.4,29.2,22.2,69,17.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-05-31,8.8,31.4,25.7,63,7.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-01,12.5,29.9,21.0,71,19.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-02,20.9,28.5,22.6,77,18.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-03,11.9,30.1,23.2,68,5.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-04,0.3,31.8,22.6,56,12.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-05,10.6,31.5,23.8,63,2.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-06,24.3,27.5,17.7,73,17.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-07,16.0,31.9,22.0,66,11.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-08,5.0,27.5,19.7,61,23.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-09,2.8,30.2,25.0,63,13.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-10,1.8,32.7,26.3,56,17.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-11,62.5,26.0,19.4,99,11.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-12,55.7,26.8,19.7,99,11.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-13,5.4,32.1,25.6,67,18.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-14,15.2,28.6,22.6,72,13.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-15,26.1,29.2,20.1,78,7.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-16,15.0,29.7,22.4,63,4.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-17,24.2,28.6,19.4,80,11.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-18,22.4,29.1,23.2,76,12.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-19,17.4,30.9,25.4,73,3.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-20,4.2,32.2,24.5,64,3.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-21,23.8,32.0,24.9,79,4.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-22,19.9,29.7,20.8,71,6.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-23,1.2,27.1,18.9,62,13.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-24,10.5,28.0,22.8,62,19.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-25,17.7,29.5,22.2,65,17.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-26,11.5,29.6,23.2,62,22.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-27,4.7,27.6,18.9,57,18.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-28,50.1,28.3,22.2,87,18.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-29,32.8,30.6,21.4,86,17.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-06-30,47.6,31.6,24.6,89,3.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-01,93.4,31.0,24.1,99,4.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-02,42.5,32.2,25.5,84,18.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-03,36.0,31.7,22.7,88,6.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-04,12.0,27.4,20.8,68,6.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-05,15.6,32.3,26.7,65,10.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-06,11.6,28.7,21.8,66,3.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-07,18.7,28.9,23.6,68,9.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-08,28.3,27.1,19.4,85,22.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-09,27.6,30.1,20.2,81,18.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-10,20.0,28.6,20.4,78,9.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-11,13.9,28.7,20.7,69,11.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-12,6.7,30.4,20.5,59,16.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-13,8.9,31.2,22.4,66,3.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-14,8.6,27.7,21.7,58,24.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-15,27.3,30.9,24.3,75,17.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-16,15.0,32.6,24.4,66,2.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-17,9.5,28.3,20.6,71,18.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-18,19.8,31.0,23.0,71,9.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-19,0.2,32.2,26.9,54,17.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-20,5.9,27.4,19.4,67,24.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-21,2.3,31.3,24.7,63,7.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-22,7.2,28.6,21.4,65,8.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-23,2.3,32.8,25.8,55,12.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-24,21.2,31.2,22.1,77,2.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-25,24.6,31.1,21.5,77,5.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-26,7.4,29.6,22.3,62,16.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-27,90.1,26.6,17.0,99,22.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-28,52.5,28.3,21.3,94,11.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-29,11.1,28.6,18.7,60,23.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-30,3.6,32.5,26.7,65,25.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-07-31,21.7,28.7,20.2,76,10.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-01,79.3,30.1,23.9,99,21.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-02,37.8,30.4,21.9,87,8.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-03,33.4,30.5,24.2,83,24.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-04,0.3,31.6,23.4,65,11.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-05,19.9,29.7,23.8,71,21.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-06,6.7,32.7,24.4,62,9.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-07,19.4,31.0,25.6,74,20.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-08,3.2,31.4,21.7,59,9.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-09,18.0,26.7,21.4,74,14.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-10,16.2,27.7,20.8,73,6.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-11,20.9,29.3,20.2,69,3.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-12,16.8,28.2,18.7,69,17.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-13,19.2,27.6,21.1,70,8.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-14,12.9,29.6,21.2,62,3.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-15,0.2,30.5,20.6,53,14.5,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-16,59.6,31.7,25.4,99,20.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-17,37.1,28.4,20.0,82,9.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-18,28.0,28.7,21.7,80,25.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-19,43.8,31.1,26.1,94,11.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-20,20.4,26.8,21.2,73,24.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-21,5.5,29.6,21.2,68,14.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-22,0.1,30.8,21.1,56,17.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-23,21.4,31.0,22.6,70,13.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-24,17.5,28.8,19.1,77,13.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-25,15.4,27.3,20.4,71,19.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-26,19.3,31.4,22.8,65,14.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-27,82.6,31.5,24.2,99,24.9,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-28,34.1,29.6,23.4,78,24.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-29,39.5,26.9,16.9,80,24.3,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-30,30.2,28.8,22.4,83,18.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-08-31,14.8,30.7,21.1,71,13.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-01,5.1,28.2,20.3,68,3.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-02,14.0,31.2,22.6,70,20.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-03,6.7,28.3,22.0,60,4.7,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-04,9.1,27.9,18.2,66,5.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-05,5.8,31.3,24.7,64,6.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-06,6.5,31.5,22.5,69,5.0,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-07,9.1,27.5,22.5,70,9.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-08,4.6,28.2,19.8,57,8.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-09,13.0,31.7,26.5,65,14.1,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-10,4.2,32.0,24.1,63,7.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-11,14.8,27.1,18.0,64,19.2,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-12,14.3,28.1,19.4,74,20.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-13,11.2,28.6,19.5,72,5.8,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-14,35.3,30.4,20.4,87,11.4,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-15,24.4,28.3,19.8,71,22.6,IMD-synthetic
D-AS-11,Sivasagar,AS,2026-09-16,22.1,27.4,18.6,75,21.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-20,12.2,29.9,24.1,62,18.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-21,2.5,28.6,19.9,64,2.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-22,9.9,31.3,21.4,60,24.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-23,14.5,32.7,27.2,75,6.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-24,51.3,30.1,20.3,96,11.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-25,17.8,28.5,21.1,74,24.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-26,29.8,29.1,20.6,83,17.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-27,32.2,32.0,23.7,78,17.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-28,2.1,27.8,20.4,62,14.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-29,63.9,29.2,20.7,98,16.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-30,24.6,33.0,24.5,73,5.0,IMD-synthetic
D-AS-12,Karimganj,AS,2026-05-31,23.5,31.3,22.0,75,11.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-01,47.2,28.9,19.8,96,14.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-02,72.3,31.1,22.8,99,7.0,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-03,45.9,27.3,18.0,93,2.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-04,39.6,28.6,23.4,87,17.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-05,29.0,28.4,19.6,73,5.0,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-06,25.5,28.0,18.1,79,8.0,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-07,93.4,27.6,19.9,99,13.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-08,35.7,32.2,22.2,85,14.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-09,46.8,30.6,25.4,85,5.4,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-10,51.8,27.8,22.1,95,16.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-11,19.2,29.6,21.9,69,17.6,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-12,12.0,32.8,24.4,73,5.4,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-13,16.6,28.7,20.5,72,19.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-14,17.1,30.2,24.4,75,9.6,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-15,10.0,33.0,26.8,62,14.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-16,10.7,29.2,23.8,72,20.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-17,21.0,28.7,23.2,80,7.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-18,20.6,27.8,20.2,78,16.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-19,2.5,29.4,21.5,57,8.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-20,1.3,29.3,20.5,55,21.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-21,20.8,30.3,20.9,72,16.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-22,18.1,31.4,23.1,66,15.6,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-23,24.2,30.8,23.9,79,18.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-24,12.1,29.8,23.0,67,8.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-25,13.7,31.5,21.9,64,17.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-26,64.7,28.2,22.7,98,19.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-27,54.4,27.5,22.2,99,15.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-28,41.0,31.9,22.1,86,14.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-29,12.7,30.3,20.3,73,18.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-06-30,16.3,32.6,23.9,73,18.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-01,7.0,31.7,21.9,68,23.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-02,17.6,30.7,20.9,73,23.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-03,6.5,27.7,18.5,63,24.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-04,10.9,29.4,23.8,72,8.0,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-05,22.1,27.7,21.2,71,7.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-06,16.4,28.4,21.9,76,17.4,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-07,1.0,30.1,22.0,59,10.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-08,9.5,29.3,24.3,71,6.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-09,2.9,30.3,24.9,61,5.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-10,14.1,28.1,19.8,65,11.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-11,12.3,28.3,19.2,62,12.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-12,4.7,29.4,22.2,60,22.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-13,5.5,27.5,20.5,66,23.6,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-14,5.7,30.2,21.9,59,12.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-15,23.1,31.3,24.7,78,23.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-16,26.6,32.0,25.1,72,4.6,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-17,66.7,26.3,17.9,99,21.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-18,42.8,30.2,25.2,88,8.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-19,60.7,27.3,19.7,97,20.4,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-20,56.9,32.4,26.2,99,6.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-21,51.7,31.4,22.9,95,6.3,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-22,17.0,30.9,24.8,65,2.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-23,26.8,29.5,21.4,72,3.2,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-24,8.8,31.0,24.8,62,13.5,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-25,18.6,28.9,22.6,68,10.4,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-26,9.2,27.5,22.3,59,19.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-27,13.6,32.6,27.1,64,24.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-28,8.8,27.8,22.7,65,22.7,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-29,21.4,29.2,20.3,74,10.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-30,6.1,29.6,20.2,58,19.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-07-31,16.9,32.6,24.3,66,18.9,IMD-synthetic
D-AS-12,Karimganj,AS,2026-08-01,1.7,30.6,23.9,63,25.8,IMD-synthetic
D-AS-12,Karimganj,AS,2026-08-02,15.9,27.4,21.4,70,8.1,IMD-synthetic
D-AS-12,Karimganj,AS,2026-08-03,18.8,32.5,22.6,77,12.8,IMD-synthetic
