segment_id,obs_date,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,avg_slope_deg,elevation_m,dist_to_river_km,past_incident_count,bridge_count,lanes,terrain,soil_type,surface_quality,risk_score,risk_label
SEG-0010,2026-08-05,19.9,53.6,196.0,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.997,low
SEG-0010,2026-08-06,6.7,26.9,199.1,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.087,low
SEG-0010,2026-08-07,19.4,46.0,196.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.793,low
SEG-0010,2026-08-08,3.2,29.3,120.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.874,low
SEG-0010,2026-08-09,18.0,40.6,100.9,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.365,low
SEG-0010,2026-08-10,16.2,37.4,83.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.204,low
SEG-0010,2026-08-11,20.9,55.1,104.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.801,low
SEG-0010,2026-08-12,16.8,53.9,101.2,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.691,low
SEG-0010,2026-08-13,19.2,56.9,113.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.844,low
SEG-0010,2026-08-14,12.9,48.9,107.2,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.511,low
SEG-0010,2026-08-15,0.2,32.3,104.2,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.856,low
SEG-0010,2026-08-16,59.6,72.7,145.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,5.03,low
SEG-0010,2026-08-17,37.1,96.9,166.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,5.334,low
SEG-0010,2026-08-18,28.0,124.7,173.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,6.007,low
SEG-0010,2026-08-19,43.8,108.9,200.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,5.854,low
SEG-0010,2026-08-20,20.4,92.2,202.0,4.2,102,1.21,1,1,4,plain,alluvial,fair,5.025,low
SEG-0010,2026-08-21,5.5,69.7,194.6,4.2,102,1.21,1,1,4,plain,alluvial,fair,4.167,low
SEG-0010,2026-08-22,0.1,26.0,194.5,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.938,low
SEG-0010,2026-08-23,21.4,27.0,156.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.222,low
SEG-0010,2026-08-24,17.5,39.0,136.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.413,low
SEG-0010,2026-08-25,15.4,54.3,124.1,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.741,low
SEG-0010,2026-08-26,19.3,52.2,99.6,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.685,low
SEG-0010,2026-08-27,82.6,117.3,161.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,6.625,medium
SEG-0010,2026-08-28,34.1,136.0,190.4,4.2,102,1.21,1,1,4,plain,alluvial,fair,6.653,medium
SEG-0010,2026-08-29,39.5,156.2,229.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,7.742,medium
SEG-0010,2026-08-30,30.2,103.8,238.6,4.2,102,1.21,1,1,4,plain,alluvial,fair,5.594,low
SEG-0010,2026-08-31,14.8,84.5,235.9,4.2,102,1.21,1,1,4,plain,alluvial,fair,4.823,low
SEG-0010,2026-09-01,5.1,50.1,225.6,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.736,low
SEG-0010,2026-09-02,14.0,33.9,220.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.451,low
SEG-0010,2026-09-03,6.7,25.8,144.4,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.908,low
SEG-0010,2026-09-04,9.1,29.8,119.4,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.984,low
SEG-0010,2026-09-05,5.8,21.6,85.7,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.622,low
SEG-0010,2026-09-06,6.5,21.4,62.0,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.563,low
SEG-0010,2026-09-07,9.1,21.4,56.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.592,low
SEG-0010,2026-09-08,4.6,20.2,55.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.483,low
SEG-0010,2026-09-09,13.0,26.7,54.8,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.792,low
SEG-0010,2026-09-10,4.2,21.8,52.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.508,low
SEG-0010,2026-09-11,14.8,32.0,58.0,4.2,102,1.21,1,1,4,plain,alluvial,fair,2.969,low
SEG-0010,2026-09-12,14.3,33.3,66.5,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.018,low
SEG-0010,2026-09-13,11.2,40.3,71.2,4.2,102,1.21,1,1,4,plain,alluvial,fair,3.16,low
SEG-0010,2026-09-14,35.3,60.8,97.4,4.2,102,1.21,1,1,4,plain,alluvial,fair,4.175,low
SEG-0010,2026-09-15,24.4,70.9,117.2,4.2,102,1.21,1,1,4,plain,alluvial,fair,4.306,low
SEG-0010,2026-09-16,22.1,81.8,126.3,4.2,102,1.21,1,1,4,plain,alluvial,fair,4.576,low
SEG-0011,2026-05-20,34.4,34.4,34.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.279,low
SEG-0011,2026-05-21,35.2,69.6,69.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.305,low
SEG-0011,2026-05-22,34.6,104.2,104.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.289,low
SEG-0011,2026-05-23,11.3,81.1,115.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.324,low
SEG-0011,2026-05-24,11.7,57.6,127.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.752,low
SEG-0011,2026-05-25,2.3,25.3,129.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.758,low
SEG-0011,2026-05-26,15.1,29.1,144.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.116,low
SEG-0011,2026-05-27,2.5,19.9,112.7,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.575,low
SEG-0011,2026-05-28,10.8,28.4,88.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.87,low
SEG-0011,2026-05-29,32.1,45.4,85.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.667,low
SEG-0011,2026-05-30,32.5,75.4,107.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.513,low
SEG-0011,2026-05-31,4.9,69.5,100.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.871,low
SEG-0011,2026-06-01,16.0,53.4,113.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.679,low
SEG-0011,2026-06-02,6.3,27.2,105.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.809,low
SEG-0011,2026-06-03,0.3,22.6,102.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.581,low
SEG-0011,2026-06-04,14.4,21.0,106.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.789,low
SEG-0011,2026-06-05,0.4,15.1,74.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.311,low
SEG-0011,2026-06-06,18.8,33.6,61.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.067,low
SEG-0011,2026-06-07,4.0,23.2,60.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.542,low
SEG-0011,2026-06-08,8.6,31.4,52.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.813,low
SEG-0011,2026-06-09,11.5,24.1,58.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.687,low
SEG-0011,2026-06-10,16.1,36.2,73.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.123,low
SEG-0011,2026-06-11,81.7,109.3,141.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.324,low
SEG-0011,2026-06-12,47.8,145.6,188.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,6.283,low
SEG-0011,2026-06-13,20.3,149.8,190.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,6.004,low
SEG-0011,2026-06-14,15.2,83.3,201.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.683,low
SEG-0011,2026-06-15,9.7,45.2,202.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.602,low
SEG-0011,2026-06-16,13.4,38.3,204.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.491,low
SEG-0011,2026-06-17,4.0,27.1,192.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.006,low
SEG-0011,2026-06-18,11.1,28.5,121.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.969,low
SEG-0011,2026-06-19,48.1,63.2,121.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.501,low
SEG-0011,2026-06-20,27.7,86.9,129.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.791,low
SEG-0011,2026-06-21,35.6,111.4,149.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.618,low
SEG-0011,2026-06-22,19.5,82.8,159.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.628,low
SEG-0011,2026-06-23,19.3,74.4,165.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.422,low
SEG-0011,2026-06-24,61.2,100.0,222.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.958,low
SEG-0011,2026-06-25,45.9,126.4,257.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.595,low
SEG-0011,2026-06-26,33.4,140.5,242.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.962,low
SEG-0011,2026-06-27,29.1,108.4,244.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.69,low
SEG-0011,2026-06-28,25.7,88.2,234.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.079,low
SEG-0011,2026-06-29,44.8,99.6,259.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.77,low
SEG-0011,2026-06-30,53.8,124.3,293.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.737,low
SEG-0011,2026-07-01,36.4,135.0,269.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.844,low
SEG-0011,2026-07-02,32.3,122.5,255.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.187,low
SEG-0011,2026-07-03,13.0,81.7,235.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.697,low
SEG-0011,2026-07-04,20.3,65.6,226.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.378,low
SEG-0011,2026-07-05,27.9,61.2,228.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.399,low
SEG-0011,2026-07-06,27.4,75.6,211.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.717,low
SEG-0011,2026-07-07,22.9,78.2,180.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.623,low
SEG-0011,2026-07-08,11.5,61.8,155.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.935,low
SEG-0011,2026-07-09,2.2,36.6,125.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.039,low
SEG-0011,2026-07-10,24.4,38.1,136.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.486,low
SEG-0011,2026-07-11,12.5,39.1,128.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.289,low
SEG-0011,2026-07-12,26.2,63.1,127.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.141,low
SEG-0011,2026-07-13,18.7,57.4,118.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.841,low
SEG-0011,2026-07-14,12.1,57.0,107.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.689,low
SEG-0011,2026-07-15,0.6,31.4,96.7,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.798,low
SEG-0011,2026-07-16,16.3,29.0,110.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.041,low
SEG-0011,2026-07-17,48.7,65.6,135.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.61,low
SEG-0011,2026-07-18,60.4,125.4,183.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.593,low
SEG-0011,2026-07-19,58.6,167.7,215.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,7.513,medium
SEG-0011,2026-07-20,10.2,129.2,206.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.973,low
SEG-0011,2026-07-21,20.1,88.9,214.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.949,low
SEG-0011,2026-07-22,16.2,46.5,230.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.824,low
SEG-0011,2026-07-23,14.1,50.4,228.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.883,low
SEG-0011,2026-07-24,57.7,88.0,237.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.627,low
SEG-0011,2026-07-25,39.3,111.1,216.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.857,low
SEG-0011,2026-07-26,56.3,153.3,213.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,6.836,medium
SEG-0011,2026-07-27,41.7,137.3,245.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,5.97,low
SEG-0011,2026-07-28,22.8,120.8,248.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.93,low
SEG-0011,2026-07-29,26.8,91.3,258.7,5.7,112,2.97,0,1,4,plain,alluvial,fair,4.246,low
SEG-0011,2026-07-30,19.8,69.4,264.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.574,low
SEG-0011,2026-07-31,28.7,75.3,235.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.798,low
SEG-0011,2026-08-01,4.9,53.4,201.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.73,low
SEG-0011,2026-08-02,21.7,55.3,166.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.97,low
SEG-0011,2026-08-03,19.6,46.2,144.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.637,low
SEG-0011,2026-08-04,2.4,43.7,123.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.223,low
SEG-0011,2026-08-05,10.9,32.9,108.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.043,low
SEG-0011,2026-08-06,14.4,27.7,102.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.953,low
SEG-0011,2026-08-07,7.0,32.3,80.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.887,low
SEG-0011,2026-08-08,12.1,33.5,88.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.024,low
SEG-0011,2026-08-09,0.7,19.8,67.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.417,low
SEG-0011,2026-08-10,4.5,17.3,52.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.375,low
SEG-0011,2026-08-11,6.2,11.4,55.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.261,low
SEG-0011,2026-08-12,8.0,18.7,52.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.473,low
SEG-0011,2026-08-13,0.6,14.8,39.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.208,low
SEG-0011,2026-08-14,8.8,17.4,40.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.42,low
SEG-0011,2026-08-15,19.6,29.0,48.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.926,low
SEG-0011,2026-08-16,5.9,34.3,53.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.845,low
SEG-0011,2026-08-17,12.0,37.5,61.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.052,low
SEG-0011,2026-08-18,9.2,27.1,64.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.743,low
SEG-0011,2026-08-19,1.7,22.9,57.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.489,low
SEG-0011,2026-08-20,15.0,25.9,72.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.832,low
SEG-0011,2026-08-21,21.5,38.2,84.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.298,low
SEG-0011,2026-08-22,22.0,58.5,87.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.84,low
SEG-0011,2026-08-23,1.5,45.0,82.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.129,low
SEG-0011,2026-08-24,19.3,42.8,90.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.394,low
SEG-0011,2026-08-25,3.3,24.1,84.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.62,low
SEG-0011,2026-08-26,2.2,24.8,84.8,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.621,low
SEG-0011,2026-08-27,10.7,16.2,80.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.53,low
SEG-0011,2026-08-28,15.3,28.2,74.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.903,low
SEG-0011,2026-08-29,20.3,46.3,72.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.454,low
SEG-0011,2026-08-30,10.9,46.5,82.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.325,low
SEG-0011,2026-08-31,9.8,41.0,72.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.137,low
SEG-0011,2026-09-01,3.2,23.9,72.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.58,low
SEG-0011,2026-09-02,7.9,20.9,78.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.598,low
SEG-0011,2026-09-03,13.5,24.6,80.9,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.797,low
SEG-0011,2026-09-04,7.0,28.4,72.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.762,low
SEG-0011,2026-09-05,9.7,30.2,62.0,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.826,low
SEG-0011,2026-09-06,13.3,30.0,64.4,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.889,low
SEG-0011,2026-09-07,10.6,33.6,65.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.939,low
SEG-0011,2026-09-08,13.1,37.0,75.1,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.097,low
SEG-0011,2026-09-09,24.3,48.0,91.5,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.618,low
SEG-0011,2026-09-10,19.7,57.1,97.7,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.794,low
SEG-0011,2026-09-11,22.6,66.6,113.3,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.133,low
SEG-0011,2026-09-12,27.0,69.3,130.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,3.325,low
SEG-0011,2026-09-13,12.9,62.5,130.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.908,low
SEG-0011,2026-09-14,1.0,40.9,120.6,5.7,112,2.97,0,1,4,plain,alluvial,fair,2.117,low
SEG-0011,2026-09-15,13.7,27.6,121.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.989,low
SEG-0011,2026-09-16,12.3,27.0,109.2,5.7,112,2.97,0,1,4,plain,alluvial,fair,1.917,low
SEG-0012,2026-05-20,0.4,0.4,0.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,5.807,low
SEG-0012,2026-05-21,10.8,11.2,11.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.294,low
SEG-0012,2026-05-22,0.1,11.3,11.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.115,low
SEG-0012,2026-05-23,16.5,27.4,27.8,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.858,medium
SEG-0012,2026-05-24,13.8,30.4,41.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.928,medium
SEG-0012,2026-05-25,10.5,40.8,52.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.171,medium
SEG-0012,2026-05-26,12.8,37.1,64.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.149,medium
SEG-0012,2026-05-27,9.0,32.3,73.5,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.984,medium
SEG-0012,2026-05-28,5.5,27.3,68.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.78,medium
SEG-0012,2026-05-29,1.1,15.6,69.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.403,medium
SEG-0012,2026-05-30,15.5,22.1,68.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.814,medium
SEG-0012,2026-05-31,0.1,16.7,54.5,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.375,low
SEG-0012,2026-06-01,19.7,35.3,63.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.217,medium
SEG-0012,2026-06-02,0.8,20.6,51.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.48,medium
SEG-0012,2026-06-03,3.4,23.9,46.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.595,low
SEG-0012,2026-06-04,65.9,70.1,106.5,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.025,medium
SEG-0012,2026-06-05,39.9,109.2,145.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.706,medium
SEG-0012,2026-06-06,38.9,144.7,168.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.676,high
SEG-0012,2026-06-07,54.6,133.4,223.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.799,high
SEG-0012,2026-06-08,52.7,146.2,256.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.19,high
SEG-0012,2026-06-09,43.1,150.4,298.5,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.253,high
SEG-0012,2026-06-10,19.7,115.5,314.8,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.992,high
SEG-0012,2026-06-11,74.4,137.2,323.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.51,high
SEG-0012,2026-06-12,43.9,138.0,327.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.023,high
SEG-0012,2026-06-13,46.7,165.0,335.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.794,high
SEG-0012,2026-06-14,17.4,108.0,297.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.712,medium
SEG-0012,2026-06-15,11.4,75.5,256.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.651,medium
SEG-0012,2026-06-16,13.8,42.6,227.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.756,medium
SEG-0012,2026-06-17,21.8,47.0,229.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.012,medium
SEG-0012,2026-06-18,11.9,47.5,166.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.685,medium
SEG-0012,2026-06-19,8.6,42.3,131.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.397,medium
SEG-0012,2026-06-20,23.2,43.7,108.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.617,medium
SEG-0012,2026-06-21,14.6,46.4,105.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.533,medium
SEG-0012,2026-06-22,54.0,91.8,147.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.5,high
SEG-0012,2026-06-23,42.1,110.7,176.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.867,high
SEG-0012,2026-06-24,34.4,130.5,188.8,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.286,high
SEG-0012,2026-06-25,20.1,96.6,197.0,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.184,medium
SEG-0012,2026-06-26,13.8,68.3,202.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.355,medium
SEG-0012,2026-06-27,0.4,34.3,179.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.181,medium
SEG-0012,2026-06-28,3.3,17.5,168.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.762,medium
SEG-0012,2026-06-29,11.6,15.3,125.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.729,medium
SEG-0012,2026-06-30,10.6,25.5,94.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.891,low
SEG-0012,2026-07-01,8.8,31.0,68.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.933,medium
SEG-0012,2026-07-02,6.5,25.9,55.0,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.724,medium
SEG-0012,2026-07-03,8.8,24.1,50.0,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.702,medium
SEG-0012,2026-07-04,6.1,21.4,55.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.602,low
SEG-0012,2026-07-05,88.5,103.4,140.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.369,high
SEG-0012,2026-07-06,56.7,151.3,186.0,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.198,high
SEG-0012,2026-07-07,48.0,193.2,223.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,12.242,high
SEG-0012,2026-07-08,7.7,112.4,222.3,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.453,medium
SEG-0012,2026-07-09,26.6,82.3,242.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,9.047,medium
SEG-0012,2026-07-10,15.6,49.9,249.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.037,medium
SEG-0012,2026-07-11,0.7,42.9,243.8,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.587,medium
SEG-0012,2026-07-12,96.8,113.1,252.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,11.068,high
SEG-0012,2026-07-13,43.2,140.7,238.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.838,high
SEG-0012,2026-07-14,60.3,200.3,250.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,12.712,high
SEG-0012,2026-07-15,34.0,137.5,277.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,10.704,high
SEG-0012,2026-07-16,1.1,95.4,251.7,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.98,medium
SEG-0012,2026-07-17,23.8,58.9,259.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,8.439,medium
SEG-0012,2026-07-18,17.9,42.8,277.1,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.968,medium
SEG-0012,2026-07-19,8.3,50.0,188.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.749,medium
SEG-0012,2026-07-20,20.5,46.7,165.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.808,medium
SEG-0012,2026-07-21,3.3,32.1,108.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.979,medium
SEG-0012,2026-07-22,20.3,44.1,95.2,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.542,medium
SEG-0012,2026-07-23,5.5,29.1,99.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,6.913,medium
SEG-0012,2026-07-24,24.6,50.4,100.4,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.793,medium
SEG-0012,2026-07-25,24.1,54.2,106.6,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.901,medium
SEG-0012,2026-07-26,9.6,58.3,107.9,23.6,775,15.25,2,3,2,mountain,weathered_rock,fair,7.764,medium
