disruption_id,segment_id,district_id,state_code,highway_code,cause,linked_landslide_id,start_time,end_time,duration_hours,closure_type,severity,vehicles_stranded,cargo_tonnes_affected,essential_cargo_affected,cargo_type,alternate_route_available,alternate_segment_id,detour_extra_km,restoration_agency,restoration_cost_inr,estimated_economic_loss_inr,rainfall_72h_mm,susceptibility_class,fiscal_period
DSR-00221,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-00374,2018-08-13T03:00:00,2018-08-13T04:24:00,1.4,partial,minor,42,185.9,False,relief_supplies,True,SEG-0016,35.3,State PWD,129752,614049,541.6,high,2017-18
DSR-00243,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-00411,2018-08-16T17:15:00,2018-08-16T20:09:00,2.9,partial,minor,59,307.9,True,vaccines,True,SEG-0051,23.7,BRO (Border Roads Organisation),189300,551425,137.8,very_high,2017-18
DSR-00317,SEG-0032,D-MN-01,MN,NH-2-S,landslide,LS-00550,2018-08-19T00:30:00,2018-08-19T14:42:00,14.2,full,moderate,68,349.6,False,vaccines,True,SEG-0024,59.7,BRO (Border Roads Organisation),189349,852083,563.4,high,2017-18
DSR-00191,SEG-0028,D-MN-01,MN,NH-37,landslide,LS-00325,2018-08-19T18:00:00,2018-08-19T19:18:00,1.3,partial,minor,8,51.8,True,relief_supplies,True,SEG-0029,59.6,BRO (Border Roads Organisation),74705,207150,129.4,high,2017-18
DSR-01944,SEG-0061,D-AR-06,AR,NH-13,road_subsidence,,2018-08-20T12:30:00,2018-08-26T04:36:00,136.1,full,major,46,387.9,False,lpg_cylinders,True,SEG-0060,124.5,State PWD,1500752,650825,324.0,high,2017-18
DSR-00337,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-00590,2018-08-21T14:30:00,2018-08-22T17:12:00,26.7,full,moderate,86,543.8,False,construction_material,True,SEG-0051,32.4,NHIDCL,1252655,1774218,579.9,very_high,2017-18
DSR-02151,SEG-0053,D-SK-03,SK,NH-510,fallen_tree,,2018-08-23T13:45:00,2018-08-25T10:03:00,44.3,full,moderate,79,375.8,False,lpg_cylinders,True,SEG-0052,75.5,SDRF,1248484,1780446,151.9,high,2017-18
DSR-00260,SEG-0060,D-AR-06,AR,NH-13,landslide,LS-00444,2018-08-24T22:00:00,2018-08-24T23:00:00,1.0,partial,minor,57,416.7,True,construction_material,True,SEG-0059,93.3,NHIDCL,141125,1117411,159.9,very_high,2017-18
DSR-01809,SEG-0005,D-AS-01,AS,NH-27,protest_blockade,,2018-08-26T18:30:00,2018-08-27T14:00:00,19.5,full,moderate,60,228.8,False,food_grains,True,SEG-0070,192.5,BRO (Border Roads Organisation),802953,727221,171.2,low,2017-18
DSR-00218,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-00370,2018-08-27T03:30:00,2018-08-28T12:42:00,33.2,full,moderate,63,228.9,True,vaccines,True,SEG-0016,31.8,NDRF,2744724,602988,729.4,high,2017-18
DSR-01869,SEG-0059,D-AR-04,AR,NH-13,protest_blockade,,2018-08-27T05:00:00,2018-08-27T23:00:00,18.0,full,moderate,159,1233.7,True,medicines,True,SEG-0058,130.3,BRO (Border Roads Organisation),189993,5198669,157.3,very_high,2017-18
DSR-02169,SEG-0020,D-ML-04,ML,NH-27-SPUR,road_subsidence,,2018-08-28T06:45:00,2018-09-06T11:33:00,220.8,full,major,38,98.3,True,agri_produce,True,SEG-0019,74.6,SDRF,7133194,471870,183.4,moderate,2017-18
DSR-00382,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-00659,2018-08-28T12:15:00,2018-08-30T19:39:00,55.4,full,moderate,55,243.1,False,lpg_cylinders,True,SEG-0063,87.5,State PWD,1829447,847605,120.0,very_high,2017-18
DSR-00329,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-00573,2018-09-02T02:45:00,2018-09-02T11:51:00,9.1,partial,moderate,15,119.9,False,medicines,True,SEG-0012,53.9,NDRF,924602,356062,83.5,very_high,2017-18
DSR-01738,SEG-0050,D-SK-02,SK,NH-310,bridge_damage,,2018-09-02T04:00:00,2018-10-07T21:00:00,857.0,full,catastrophic,20,129.7,False,relief_supplies,True,SEG-0049,52.2,BRO (Border Roads Organisation),37592663,571026,288.6,very_high,2017-18
DSR-00341,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-00595,2018-09-06T04:15:00,2018-09-06T08:27:00,4.2,partial,moderate,111,604.9,True,food_grains,True,SEG-0001,551.1,State PWD,503177,1579764,615.0,very_high,2017-18
DSR-00291,SEG-0067,D-AR-07,AR,NH-315,landslide,LS-00507,2018-09-08T07:30:00,2018-09-08T08:30:00,1.0,partial,minor,80,715.7,False,lpg_cylinders,True,SEG-0066,88.8,SDRF,11369,1936075,468.4,moderate,2017-18
DSR-00181,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-00307,2018-09-08T08:45:00,2018-09-08T11:39:00,2.9,partial,minor,0,0.0,False,relief_supplies,True,SEG-0050,18.2,NDRF,85248,0,567.1,very_high,2017-18
DSR-01836,SEG-0050,D-SK-02,SK,NH-310,road_subsidence,,2018-09-08T09:00:00,2018-09-14T01:36:00,136.6,full,major,4,31.0,True,agri_produce,True,SEG-0051,23.5,NHIDCL,6664225,66018,361.2,very_high,2017-18
DSR-00241,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-00409,2018-09-09T07:30:00,2018-09-09T08:42:00,1.2,partial,minor,0,0.0,True,food_grains,True,SEG-0022,25.3,NHIDCL,29864,0,247.5,high,2017-18
DSR-00307,SEG-0061,D-AR-06,AR,NH-13,landslide,LS-00530,2018-09-09T15:00:00,2018-09-11T11:00:00,44.0,full,moderate,61,415.0,False,lpg_cylinders,True,SEG-0065,103.7,NHIDCL,5669198,1006434,568.5,high,2017-18
DSR-00285,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-00489,2018-09-16T18:15:00,2018-09-16T19:15:00,1.0,partial,minor,77,440.7,True,vaccines,True,SEG-0022,47.2,NHIDCL,97799,768262,550.5,high,2017-18
DSR-02051,SEG-0036,D-MZ-05,MZ,NH-306,bridge_damage,,2018-09-17T09:30:00,2018-10-19T23:54:00,782.4,full,catastrophic,0,0.0,False,agri_produce,True,SEG-0035,58.6,NDRF,29747369,0,198.4,high,2017-18
DSR-00370,SEG-0014,D-ML-01,ML,NH-6,landslide,LS-00642,2018-09-17T17:00:00,2018-09-17T19:06:00,2.1,partial,moderate,52,405.0,True,relief_supplies,True,SEG-0015,187.5,NDRF,42479,746662,54.0,high,2017-18
DSR-02045,SEG-0011,D-AS-04,AS,NH-27,fallen_tree,,2018-09-20T07:00:00,2018-09-20T09:12:00,2.2,partial,minor,11,31.5,True,agri_produce,True,SEG-0010,67.9,State PWD,25348,90850,35.6,low,2017-18
DSR-01663,SEG-0039,D-TR-01,TR,NH-8,accident_blockage,,2018-09-23T06:15:00,2018-09-23T12:15:00,6.0,partial,minor,17,47.2,True,agri_produce,True,SEG-0038,129.3,NDRF,166166,150636,51.9,moderate,2017-18
DSR-01647,SEG-0018,D-AS-10,AS,NH-27-SPUR,flood,,2018-09-23T18:30:00,2018-09-24T04:18:00,9.8,partial,moderate,0,0.0,False,construction_material,True,SEG-0019,64.7,NDRF,461507,0,318.1,moderate,2017-18
DSR-01951,SEG-0061,D-AR-06,AR,NH-13,fallen_tree,,2018-09-24T15:15:00,2018-09-25T07:45:00,16.5,full,moderate,106,611.7,False,medicines,True,SEG-0060,123.2,NDRF,824069,1755759,24.0,high,2017-18
DSR-00201,SEG-0032,D-MN-01,MN,NH-2-S,landslide,LS-00344,2018-09-25T04:45:00,2018-10-04T04:09:00,215.4,full,major,35,107.6,True,fuel,True,SEG-0031,128.0,NDRF,4474168,300041,6.5,high,2017-18
DSR-01684,SEG-0026,D-NL-04,NL,NH-29,accident_blockage,,2018-09-27T07:30:00,2018-09-27T09:54:00,2.4,partial,minor,7,38.2,False,medicines,True,SEG-0027,35.1,BRO (Border Roads Organisation),85485,61237,144.7,high,2017-18
DSR-00270,SEG-0027,D-NL-03,NL,NH-29,landslide,LS-00458,2018-09-28T13:15:00,2018-09-28T15:21:00,2.1,partial,minor,0,0.0,False,construction_material,True,SEG-0026,61.5,NHIDCL,57250,0,208.1,high,2017-18
DSR-01681,SEG-0003,D-AS-10,AS,NH-27,road_subsidence,,2018-10-04T02:15:00,2018-10-07T09:57:00,79.7,full,major,17,148.7,False,fuel,True,SEG-0004,90.4,BRO (Border Roads Organisation),664808,229783,391.2,low,2017-18
DSR-00179,SEG-0052,D-SK-01,SK,NH-510,landslide,LS-00304,2018-10-04T03:00:00,2018-10-08T02:06:00,95.1,full,major,143,1172.0,True,agri_produce,True,SEG-0053,13.9,BRO (Border Roads Organisation),3504824,2179534,236.9,very_high,2017-18
DSR-00381,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-00658,2018-10-15T23:30:00,2018-10-16T00:30:00,1.0,partial,minor,63,291.8,False,lpg_cylinders,True,SEG-0054,25.0,BRO (Border Roads Organisation),18206,549430,302.6,very_high,2017-18
DSR-00227,SEG-0034,D-MZ-04,MZ,NH-306,landslide,LS-00381,2018-10-17T11:30:00,2018-10-17T12:30:00,1.0,partial,minor,0,0.0,True,vaccines,True,SEG-0035,97.0,State PWD,118645,0,356.0,high,2017-18
DSR-02295,SEG-0001,D-WB-01,WB,NH-27,fallen_tree,,2018-10-22T19:15:00,2018-10-23T03:39:00,8.4,partial,moderate,74,632.8,False,relief_supplies,True,SEG-0046,82.0,BRO (Border Roads Organisation),83359,965668,105.5,low,2017-18
DSR-01974,SEG-0014,D-ML-01,ML,NH-6,flood,,2018-10-24T01:15:00,2018-10-28T11:33:00,106.3,full,major,0,0.0,True,agri_produce,True,SEG-0015,156.0,State PWD,3594774,0,230.6,high,2017-18
DSR-00314,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-00545,2018-10-25T20:45:00,2018-10-25T21:45:00,1.0,partial,minor,18,86.0,False,fuel,True,SEG-0060,153.8,State PWD,124914,384070,584.8,very_high,2017-18
DSR-00384,SEG-0065,D-AR-05,AR,NH-315,landslide,LS-00666,2018-10-28T12:45:00,2018-10-28T22:33:00,9.8,partial,moderate,2,16.5,True,food_grains,True,SEG-0066,75.1,State PWD,503107,54958,541.8,high,2017-18
DSR-01904,SEG-0046,D-WB-01,WB,NH-10,flood,,2018-10-28T16:30:00,2018-10-29T10:12:00,17.7,full,moderate,44,110.1,False,construction_material,True,SEG-0001,556.8,State PWD,480634,451187,693.6,very_high,2017-18
DSR-01685,SEG-0019,D-ML-03,ML,NH-27-SPUR,maintenance,,2018-11-01T18:15:00,2018-11-01T23:15:00,5.0,partial,minor,76,587.9,True,construction_material,True,SEG-0018,205.8,NDRF,210042,2625233,25.6,moderate,2017-18
DSR-00273,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-00468,2018-11-06T06:45:00,2018-11-06T16:21:00,9.6,partial,moderate,12,49.5,False,lpg_cylinders,True,SEG-0012,67.3,NHIDCL,274732,96924,339.0,very_high,2017-18
DSR-02073,SEG-0009,D-AS-03,AS,NH-27,maintenance,,2018-11-17T07:30:00,2018-11-17T17:42:00,10.2,partial,moderate,30,111.2,False,construction_material,True,SEG-0010,80.6,NHIDCL,90579,450551,54.6,low,2017-18
DSR-00369,SEG-0030,D-MN-04,MN,NH-37,landslide,LS-00641,2018-11-27T08:30:00,2018-11-27T11:30:00,3.0,partial,moderate,38,273.8,True,medicines,True,SEG-0069,64.0,NHIDCL,337514,711702,30.7,moderate,2017-18
DSR-02205,SEG-0047,D-SK-01,SK,NH-10,maintenance,,2018-11-27T23:45:00,2018-11-29T18:57:00,43.2,full,moderate,97,307.8,False,vaccines,True,SEG-0048,31.1,State PWD,1528582,891499,36.5,high,2017-18
DSR-01861,SEG-0012,D-AS-01,AS,NH-6,maintenance,,2019-01-07T15:30:00,2019-01-08T19:42:00,28.2,full,moderate,57,266.9,False,medicines,True,SEG-0005,199.8,NDRF,201403,1145849,23.7,high,2019-20
DSR-00584,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01010,2019-01-08T02:30:00,2019-01-08T03:30:00,1.0,partial,minor,71,209.4,True,food_grains,True,SEG-0067,88.0,BRO (Border Roads Organisation),50987,620250,362.9,very_high,2019-20
DSR-00450,SEG-0020,D-ML-04,ML,NH-27-SPUR,landslide,LS-00788,2019-01-20T08:15:00,2019-01-20T09:15:00,1.0,partial,minor,43,185.1,True,construction_material,True,SEG-0019,99.1,State PWD,119314,233015,855.7,moderate,2019-20
DSR-00428,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-00753,2019-01-21T23:45:00,2019-01-22T06:45:00,7.0,full,catastrophic,47,240.4,True,lpg_cylinders,True,SEG-0026,53.0,SDRF,575476,794336,4.9,high,2019-20
DSR-00659,SEG-0019,D-ML-03,ML,NH-27-SPUR,landslide,LS-01130,2019-01-26T16:45:00,2019-01-27T01:03:00,8.3,partial,moderate,11,59.3,True,relief_supplies,True,SEG-0018,164.5,NHIDCL,269932,212163,423.0,moderate,2019-20
DSR-00612,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-01065,2019-02-12T05:15:00,2019-02-12T07:57:00,2.7,partial,minor,54,348.5,True,agri_produce,True,SEG-0063,61.8,BRO (Border Roads Organisation),233540,1245135,106.7,high,2019-20
DSR-01804,SEG-0018,D-AS-10,AS,NH-27-SPUR,maintenance,,2019-02-14T00:15:00,2019-02-15T14:03:00,37.8,full,moderate,91,721.0,True,lpg_cylinders,True,SEG-0019,91.0,NHIDCL,501141,2830990,31.5,moderate,2019-20
DSR-00547,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-00938,2019-02-14T17:45:00,2019-02-14T21:57:00,4.2,partial,minor,0,0.0,False,lpg_cylinders,True,SEG-0063,78.8,SDRF,447179,0,102.1,very_high,2019-20
DSR-00444,SEG-0067,D-AR-07,AR,NH-315,landslide,LS-00781,2019-02-16T05:30:00,2019-02-16T06:30:00,1.0,partial,minor,105,825.3,True,lpg_cylinders,True,SEG-0066,72.8,NDRF,28190,3232988,292.4,moderate,2019-20
DSR-01937,SEG-0051,D-SK-02,SK,NH-310,flood,,2019-03-04T23:15:00,2019-03-06T11:57:00,36.7,full,moderate,1,8.9,True,agri_produce,True,SEG-0050,20.1,BRO (Border Roads Organisation),1053012,31124,467.7,very_high,2019-20
DSR-02055,SEG-0035,D-MZ-01,MZ,NH-306,bridge_damage,,2019-03-08T05:30:00,2019-04-07T23:00:00,737.5,full,catastrophic,82,267.8,False,food_grains,True,SEG-0037,155.8,NDRF,8928250,1037320,158.9,high,2019-20
DSR-00398,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-00694,2019-03-10T00:45:00,2019-03-10T01:45:00,1.0,partial,minor,0,0.0,False,construction_material,True,SEG-0012,36.5,SDRF,105058,0,779.6,very_high,2019-20
DSR-00429,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-00754,2019-03-10T18:30:00,2019-03-10T22:06:00,3.6,partial,minor,34,175.5,True,vaccines,True,SEG-0054,34.2,SDRF,50379,702603,412.5,high,2019-20
DSR-00669,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-01152,2019-03-10T19:45:00,2019-03-10T23:09:00,3.4,partial,minor,0,0.0,False,medicines,True,SEG-0054,26.6,State PWD,38230,0,359.2,very_high,2019-20
DSR-00392,SEG-0043,D-TR-02,TR,NH-8,landslide,LS-00681,2019-03-14T09:45:00,2019-03-14T10:45:00,1.0,partial,minor,55,148.9,False,medicines,True,SEG-0042,28.5,State PWD,29178,452039,519.6,moderate,2019-20
DSR-00671,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01155,2019-04-04T04:15:00,2019-04-04T06:51:00,2.6,partial,moderate,0,0.0,False,relief_supplies,True,SEG-0012,78.0,NDRF,207734,0,768.4,very_high,2019-20
DSR-02119,SEG-0062,D-AS-09,AS,NH-13-W,accident_blockage,,2019-04-09T08:00:00,2019-04-09T22:24:00,14.4,full,moderate,0,0.0,True,medicines,True,SEG-0006,63.4,SDRF,227624,0,73.9,high,2019-20
DSR-00464,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-00814,2019-04-15T08:30:00,2019-04-15T10:54:00,2.4,partial,minor,13,103.4,False,agri_produce,True,SEG-0054,27.3,NDRF,79915,155370,176.8,very_high,2019-20
DSR-00571,SEG-0065,D-AR-05,AR,NH-315,landslide,LS-00978,2019-04-21T18:00:00,2019-04-25T15:00:00,93.0,full,major,41,144.2,False,vaccines,True,SEG-0066,69.5,SDRF,2673736,611934,247.0,high,2019-20
DSR-00491,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-00852,2019-04-24T13:00:00,2019-05-05T18:06:00,269.1,full,major,54,392.4,False,fuel,True,SEG-0065,113.3,NHIDCL,5329221,1165190,336.4,very_high,2019-20
DSR-01722,SEG-0035,D-MZ-01,MZ,NH-306,flood,,2019-04-25T17:00:00,2019-04-28T10:18:00,65.3,full,moderate,15,52.6,False,relief_supplies,True,SEG-0037,149.8,NDRF,1325183,115982,197.8,high,2019-20
DSR-00487,SEG-0047,D-SK-01,SK,NH-10,landslide,LS-00847,2019-04-27T01:00:00,2019-04-27T02:00:00,1.0,partial,minor,0,0.0,False,relief_supplies,True,SEG-0048,32.1,BRO (Border Roads Organisation),27408,0,26.5,high,2019-20
DSR-02184,SEG-0014,D-ML-01,ML,NH-6,bridge_damage,,2019-05-02T08:45:00,2019-05-26T03:03:00,570.3,full,major,83,342.8,False,medicines,True,SEG-0015,108.4,State PWD,23842124,970040,141.9,high,2019-20
DSR-00545,SEG-0012,D-AS-01,AS,NH-6,landslide,LS-00936,2019-05-02T16:30:00,2019-05-03T05:36:00,13.1,full,moderate,40,127.2,False,fuel,True,SEG-0004,64.9,SDRF,857920,600583,46.6,high,2019-20
DSR-00544,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-00934,2019-05-02T21:30:00,2019-05-02T22:48:00,1.3,partial,minor,129,726.9,False,construction_material,True,SEG-0014,84.5,NHIDCL,141347,1424668,789.1,very_high,2019-20
DSR-00539,SEG-0014,D-ML-01,ML,NH-6,landslide,LS-00926,2019-05-03T07:45:00,2019-05-03T08:45:00,1.0,partial,minor,46,273.8,False,food_grains,True,SEG-0015,184.8,NHIDCL,20554,1119033,407.1,high,2019-20
DSR-00482,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-00840,2019-05-04T06:30:00,2019-05-04T08:42:00,2.2,partial,moderate,0,0.0,True,medicines,True,SEG-0014,72.4,NHIDCL,251468,0,739.2,very_high,2019-20
DSR-00478,SEG-0028,D-MN-01,MN,NH-37,landslide,LS-00834,2019-05-04T15:30:00,2019-05-05T06:54:00,15.4,full,moderate,51,373.8,False,lpg_cylinders,True,SEG-0029,82.5,State PWD,596956,1643271,586.8,high,2019-20
DSR-00689,SEG-0027,D-NL-03,NL,NH-29,landslide,LS-01181,2019-05-04T19:45:00,2019-05-04T21:09:00,1.4,partial,moderate,29,155.9,False,construction_material,True,SEG-0026,69.7,State PWD,94891,137851,156.0,high,2019-20
DSR-00399,SEG-0049,D-SK-01,SK,NH-310,landslide,LS-00696,2019-05-05T17:45:00,2019-05-05T19:15:00,1.5,partial,minor,0,0.0,False,medicines,True,SEG-0052,90.5,BRO (Border Roads Organisation),91230,0,279.7,high,2019-20
DSR-02210,SEG-0036,D-MZ-05,MZ,NH-306,flood,,2019-05-08T03:30:00,2019-05-11T18:06:00,86.6,full,major,81,652.1,False,food_grains,True,SEG-0035,85.6,NDRF,1618977,2394542,544.3,high,2019-20
DSR-00548,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-00939,2019-05-09T06:15:00,2019-05-09T20:51:00,14.6,full,moderate,68,548.4,True,agri_produce,True,SEG-0022,45.0,State PWD,1604614,1341350,445.7,high,2019-20
DSR-01842,SEG-0040,D-TR-03,TR,NH-8,flood,,2019-05-11T21:15:00,2019-05-14T13:33:00,64.3,full,moderate,91,759.7,False,vaccines,True,SEG-0041,99.7,BRO (Border Roads Organisation),1246258,2373871,439.2,moderate,2019-20
DSR-01624,SEG-0024,D-MN-05,MN,NH-2,bridge_damage,,2019-05-12T02:15:00,2019-06-08T21:33:00,667.3,full,major,81,463.0,False,agri_produce,True,SEG-0023,43.5,SDRF,25262980,1828880,243.2,high,2019-20
DSR-00665,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01140,2019-05-13T04:30:00,2019-05-14T08:42:00,28.2,full,major,16,94.6,False,vaccines,True,SEG-0012,72.5,NDRF,3550522,277398,204.8,very_high,2019-20
DSR-00493,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-00854,2019-05-16T14:15:00,2019-05-16T15:15:00,1.0,partial,minor,18,56.0,True,fuel,True,SEG-0016,22.4,SDRF,27525,263732,424.6,high,2019-20
DSR-00560,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-00959,2019-05-17T12:15:00,2019-05-17T13:39:00,1.4,full,major,0,0.0,True,construction_material,True,SEG-0050,30.5,BRO (Border Roads Organisation),65768,0,348.9,very_high,2019-20
DSR-00553,SEG-0035,D-MZ-01,MZ,NH-306,landslide,LS-00948,2019-05-19T06:30:00,2019-05-19T08:24:00,1.9,partial,minor,0,0.0,False,construction_material,True,SEG-0037,164.8,BRO (Border Roads Organisation),130743,0,104.2,high,2019-20
DSR-01887,SEG-0025,D-NL-01,NL,NH-29,flood,,2019-05-21T00:15:00,2019-05-23T03:21:00,51.1,full,moderate,50,320.2,False,fuel,True,SEG-0021,112.5,State PWD,1086584,688073,443.7,high,2019-20
DSR-00469,SEG-0049,D-SK-01,SK,NH-310,landslide,LS-00822,2019-05-24T05:30:00,2019-06-30T10:06:00,892.6,full,major,88,230.1,False,agri_produce,True,SEG-0052,78.5,NDRF,28528150,1246174,446.6,high,2019-20
DSR-00421,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-00734,2019-05-24T19:30:00,2019-05-25T01:18:00,5.8,partial,minor,38,263.5,True,vaccines,True,SEG-0050,29.4,NHIDCL,636815,788154,489.0,very_high,2019-20
DSR-00519,SEG-0056,D-AS-09,AS,NH-15,landslide,LS-00894,2019-05-25T03:30:00,2019-05-25T05:18:00,1.8,partial,moderate,20,106.9,True,fuel,True,SEG-0057,96.1,SDRF,89145,321837,246.1,low,2019-20
DSR-02037,SEG-0015,D-ML-02,ML,NH-6,flood,,2019-05-25T07:45:00,2019-05-30T21:33:00,133.8,full,major,31,144.4,False,relief_supplies,True,SEG-0014,47.0,NDRF,4491333,613782,690.2,high,2019-20
DSR-02005,SEG-0056,D-AS-09,AS,NH-15,protest_blockade,,2019-05-27T04:00:00,2019-05-28T05:06:00,25.1,full,moderate,28,198.4,False,food_grains,True,SEG-0062,66.0,BRO (Border Roads Organisation),860291,252095,95.9,low,2019-20
DSR-02297,SEG-0037,D-MZ-01,MZ,NH-302,fallen_tree,,2019-05-27T05:00:00,2019-05-28T18:42:00,37.7,full,moderate,66,323.1,False,relief_supplies,True,SEG-0035,113.6,SDRF,1290374,1098765,81.1,high,2019-20
DSR-00546,SEG-0068,D-AS-08,AS,NH-27-DH,landslide,LS-00937,2019-05-27T19:30:00,2019-05-28T01:18:00,5.8,partial,moderate,20,171.6,False,vaccines,True,SEG-0069,65.3,NHIDCL,221723,676037,251.6,high,2019-20
DSR-00640,SEG-0060,D-AR-06,AR,NH-13,landslide,LS-01106,2019-06-02T04:30:00,2019-06-02T05:30:00,1.0,partial,minor,46,116.1,False,agri_produce,True,SEG-0059,72.5,BRO (Border Roads Organisation),93505,521294,26.2,very_high,2019-20
DSR-00611,SEG-0036,D-MZ-05,MZ,NH-306,landslide,LS-01064,2019-06-02T20:00:00,2019-06-02T21:00:00,1.0,partial,minor,0,0.0,False,medicines,True,SEG-0035,79.1,State PWD,58016,0,167.6,high,2019-20
DSR-00687,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-01179,2019-06-03T04:30:00,2019-06-03T06:06:00,1.6,partial,minor,2,10.1,True,construction_material,True,SEG-0052,66.0,NDRF,41078,46046,538.5,high,2019-20
DSR-00577,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-00995,2019-06-03T09:00:00,2019-06-03T10:00:00,1.0,partial,minor,27,162.9,False,fuel,True,SEG-0065,96.4,NDRF,29841,485994,127.6,very_high,2019-20
DSR-00591,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01024,2019-06-05T17:30:00,2019-06-10T15:42:00,118.2,full,major,92,295.6,True,agri_produce,True,SEG-0065,105.1,NHIDCL,6429137,963291,123.8,very_high,2019-20
DSR-00524,SEG-0036,D-MZ-05,MZ,NH-306,landslide,LS-00899,2019-06-06T04:45:00,2019-06-08T21:45:00,65.0,full,major,93,666.0,False,relief_supplies,True,SEG-0035,121.8,NDRF,2689865,2388953,7.4,high,2019-20
DSR-00667,SEG-0028,D-MN-01,MN,NH-37,landslide,LS-01143,2019-06-06T10:30:00,2019-06-07T00:06:00,13.6,full,moderate,6,16.6,False,agri_produce,True,SEG-0024,115.5,State PWD,1907955,68834,291.2,high,2019-20
DSR-00652,SEG-0052,D-SK-01,SK,NH-510,landslide,LS-01122,2019-06-07T00:45:00,2019-06-07T01:45:00,1.0,partial,minor,72,309.4,True,relief_supplies,True,SEG-0053,14.5,NHIDCL,56822,787250,456.2,very_high,2019-20
DSR-00501,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-00864,2019-06-07T07:45:00,2019-06-07T09:21:00,1.6,partial,minor,0,0.0,False,fuel,True,SEG-0062,100.8,NHIDCL,155863,0,493.0,high,2019-20
DSR-00540,SEG-0014,D-ML-01,ML,NH-6,landslide,LS-00927,2019-06-08T15:00:00,2019-06-08T16:24:00,1.4,partial,minor,0,0.0,True,relief_supplies,True,SEG-0015,143.4,SDRF,140916,0,131.0,high,2019-20
DSR-00579,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-01002,2019-06-08T16:00:00,2019-06-08T17:06:00,1.1,partial,minor,0,0.0,True,agri_produce,True,SEG-0050,28.4,NDRF,40628,0,65.5,very_high,2019-20
DSR-02227,SEG-0025,D-NL-01,NL,NH-29,flood,,2019-06-09T06:45:00,2019-06-12T13:15:00,78.5,full,major,74,200.7,False,lpg_cylinders,True,SEG-0022,49.0,NDRF,2422749,734212,353.2,high,2019-20
DSR-00605,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01050,2019-06-09T12:45:00,2019-06-09T13:45:00,1.0,partial,minor,56,408.4,False,fuel,True,SEG-0014,60.6,NDRF,133715,1418221,338.4,very_high,2019-20
DSR-00459,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-00805,2019-06-10T09:30:00,2019-06-10T15:18:00,5.8,partial,moderate,0,0.0,False,vaccines,True,SEG-0050,27.7,NHIDCL,297631,0,549.4,very_high,2019-20
DSR-01881,SEG-0013,D-ML-01,ML,NH-6,fallen_tree,,2019-06-11T10:15:00,2019-06-11T14:51:00,4.6,partial,minor,67,330.3,False,fuel,True,SEG-0014,63.4,NHIDCL,170139,1397145,9.0,very_high,2019-20
DSR-00405,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-00705,2019-06-12T04:15:00,2019-06-12T05:15:00,1.0,partial,minor,31,246.2,True,construction_material,True,SEG-0049,24.3,SDRF,124844,523465,396.5,very_high,2019-20
DSR-02057,SEG-0037,D-MZ-01,MZ,NH-302,accident_blockage,,2019-06-12T19:45:00,2019-06-13T18:33:00,22.8,full,moderate,39,231.1,True,construction_material,True,SEG-0034,115.4,NDRF,896541,994873,166.2,high,2019-20
DSR-02248,SEG-0001,D-WB-01,WB,NH-27,road_subsidence,,2019-06-13T06:15:00,2019-06-14T16:27:00,34.2,full,moderate,35,144.4,False,lpg_cylinders,True,SEG-0046,125.1,NDRF,639274,250656,238.6,low,2019-20
